champion,win_rate,kda_enhanced,efficiency_score,impact_score,dataset_type,season,patch,has_blue_team,has_red_team,teams_balanced,player,kda,player_efficiency,kill_participation,economic_impact,id 
,,,,,player,,,,,,xPeke,2.4534534534534536,4.906906906906907,0.7104347826086956,16.1,1811
,,,,,player,,,,,,YellOwStar,3.268,6.536,0.7656982193064668,10.2,1812
,,,,,player,,,,,,Danagorn,1.1531531531531531,1.1531531531531531,0.5355648535564853,7.9,1813
,,,,,player,,,,,,dans,2.085,2.085,0.6758508914100486,7.0,1814
,,,,,player,,,,,,LEP,0.8571428571428571,0.8571428571428571,0.4615384615384615,9.6,1815
,,,,,player,,,,,,Minerva,1.7167381974248928,1.7167381974248928,0.631911532385466,11.7,1816
,,,,,player,,,,,,TinOwns,2.08,2.08,0.6753246753246753,11.7,1817
,,,,,player,,,,,,ackerman,1.483558994197292,2.967117988394584,0.5973520249221184,10.3,1818
,,,,,player,,,,,,Mor,2.233256351039261,4.466512702078522,0.6907142857142857,8.3,1819
,,,,,player,,,,,,NoName,2.542234332425068,5.084468664850136,0.7176923076923077,10.1,1820
,,,,,player,,,,,,Vasilii,3.6,7.2,0.782608695652174,12.4,1821
,,,,,player,,,,,,XiaoWeiXiao,2.5772870662460567,5.1545741324921135,0.7204585537918872,13.6,1822
,,,,,player,,,,,,Ggoong,3.727272727272727,18.636363636363637,0.7884615384615383,15.2,1823
,,,,,player,,,,,,GorillA,3.0,15.0,0.75,9.8,1824
,,,,,player,,,,,,Save,2.060606060606061,10.303030303030305,0.6732673267326733,13.9,1825
,,,,,player,,,,,,Watch,2.91304347826087,14.565217391304351,0.7444444444444445,11.3,1826
,,,,,player,,,,,,Zefa,3.8333333333333335,19.166666666666668,0.7931034482758622,14.7,1827
,,,,,player,,,,,,cool,3.3216560509554136,26.57324840764331,0.7686072218128224,15.3,1828
,,,,,player,,,,,,Gogoing,4.085603112840468,32.68482490272374,0.8033664881407804,13.8,1829
,,,,,player,,,,,,Loveling,4.205761316872427,33.646090534979415,0.8079051383399208,12.1,1830
,,,,,player,,,,,,san,5.626943005181347,45.01554404145077,0.8491008600469117,15.8,1831
,,,,,player,,,,,,Cloud,4.274760383386582,21.37380191693291,0.8104179285281647,10.5,1832
,,,,,player,,,,,,DaDa777,1.9536784741144413,5.861035422343324,0.6614391143911439,9.1,1833
,,,,,player,,,,,,Acorn,3.2467532467532467,25.97402597402597,0.764525993883792,11.0,1834
,,,,,player,,,,,,Dade,2.912429378531073,23.29943502824859,0.7444043321299638,13.4,1835
,,,,,player,,,,,,Deft,4.260223048327138,34.0817843866171,0.8098939929328622,13.5,1836
,,,,,player,,,,,,Heart,3.3872679045092835,27.098143236074268,0.7720677146311972,8.9,1837
,,,,,player,,,,,,Spirit,4.365546218487395,34.92436974789916,0.8136256851996868,10.7,1838
,,,,,player,,,,,,Dandy,8.51063829787234,127.65957446808513,0.8948545861297538,11.0,1839
,,,,,player,,,,,,imp,7.8771929824561395,118.1578947368421,0.8873517786561265,12.4,1840
,,,,,player,,,,,,Looper,12.096774193548388,181.45161290322585,0.9236453201970444,11.7,1841
,,,,,player,,,,,,Mata,10.025157232704403,150.37735849056605,0.9092983456930976,8.6,1842
,,,,,player,,,,,,PawN,9.884353741496598,148.26530612244898,0.908125,12.9,1843
,,,,,player,,,,,,CandyPanda,2.749063670411985,5.49812734082397,0.7332667332667333,14.7,1844
,,,,,player,,,,,,fredy122,1.4492753623188406,2.898550724637681,0.591715976331361,12.8,1845
,,,,,player,,,,,,Jesiz,1.771117166212534,3.542234332425068,0.6391347099311702,13.0,1846
,,,,,player,,,,,,nRated,1.8174386920980927,3.6348773841961854,0.6450676982591876,8.4,1847
,,,,,player,,,,,,Svenskeren,3.333333333333333,6.666666666666667,0.7692307692307693,14.7,1848
,,,,,player,,,,,,Gilius,1.24953095684803,0.0,0.5554628857381151,9.0,1849
,,,,,player,,,,,,Cola,3.266666666666667,39.2,0.765625,11.7,1850
,,,,,player,,,,,,corn,3.779661016949152,45.35593220338983,0.7907801418439717,12.9,1851
,,,,,player,,,,,,inSec,2.71830985915493,32.61971830985916,0.7310606060606061,10.4,1852
,,,,,player,,,,,,Uzi,4.428571428571428,53.14285714285714,0.8157894736842105,14.7,1853
,,,,,player,,,,,,Zero,3.9166666666666665,47.0,0.7966101694915254,9.0,1854
,,,,,player,,,,,,Achie,1.8333333333333333,1.8333333333333333,0.6470588235294118,12.3,1855
,,,,,player,,,,,,BeBe,1.9009009009009008,1.9009009009009008,0.65527950310559,14.3,1856
,,,,,player,,,,,,Jay,1.89,1.89,0.6539792387543253,8.5,1857
,,,,,player,,,,,,Morning,1.7247956403269755,1.7247956403269755,0.633,13.7,1858
,,,,,player,,,,,,Winds,2.868,2.868,0.7414684591520165,10.5,1859
,,,,,player,,,,,,Amazing,2.58974358974359,12.948717948717947,0.7214285714285714,10.5,1860
,,,,,player,,,,,,Bjergsen,3.9545454545454537,19.77272727272727,0.7981651376146788,13.1,1861
,,,,,player,,,,,,Dyrus,2.515151515151516,12.575757575757578,0.7155172413793104,11.3,1862
,,,,,player,,,,,,Lustboy,3.225806451612903,16.129032258064516,0.7633587786259542,8.5,1863
,,,,,player,,,,,,WildTurtle,4.333333333333333,21.666666666666664,0.8125,13.2,1864
,,,,,player,,,,,,Albis,2.419354838709677,9.67741935483871,0.7075471698113207,7.6,1865
,,,,,player,,,,,,AN,5.1875,20.75,0.8383838383838385,14.4,1866
,,,,,player,,,,,,Mountain,2.5161290322580645,10.064516129032258,0.7155963302752294,10.8,1867
,,,,,player,,,,,,Westdoor,3.0,12.0,0.75,13.0,1868
,,,,,player,,,,,,Ziv,2.393939393939394,9.575757575757576,0.7053571428571429,12.0,1869
,,,,,player,,,,,,007x,1.2781774580335732,0.0,0.5610526315789474,7.6,1870
,,,,,player,,,,,,G4,1.0967117988394584,0.0,0.5230627306273062,8.9,1871
,,,,,player,,,,,,Lloyd,1.1547344110854505,0.0,0.5359056806002144,9.1,1872
,,,,,player,,,,,,Moss,1.8866666666666667,0.0,0.6535796766743649,5.8,1873
,,,,,player,,,,,,WarL0cK,1.5015015015015014,0.0,0.6002400960384153,8.2,1874
,,,,,player,,,,,,Balls,1.6231884057971016,4.869565217391305,0.6187845303867403,10.8,1875
,,,,,player,,,,,,Hai,2.033678756476684,6.101036269430052,0.6703672075149444,10.0,1876
,,,,,player,,,,,,Incarnati0n,2.806666666666666,8.42,0.7373029772329247,12.8,1877
,,,,,player,,,,,,LemonNation,1.9323671497584545,5.797101449275363,0.6589785831960461,7.6,1878
,,,,,player,,,,,,Sneaky,2.848708487084872,8.546125461254615,0.7401725790987537,12.2,1879
,,,,,player,,,,,,aphromoo,1.8533333333333333,3.7066666666666666,0.6495327102803738,7.2,1880
,,,,,player,,,,,,ZionSpartan,1.5587529976019183,3.117505995203837,0.6091846298031866,10.0,1881
,,,,,player,,,,,,Doublelift,2.6813880126182967,5.3627760252365935,0.7283633247643531,12.9,1882
,,,,,player,,,,,,Pobelter,2.6006006006006004,5.201201201201201,0.7222685571309424,11.4,1883
,,,,,player,,,,,,Xmithie,2.5741324921135647,5.148264984227129,0.7202118270079435,9.5,1884
,,,,,player,,,,,,Clearlove,4.244635193133047,16.978540772532188,0.8093289689034371,9.9,1885
,,,,,player,,,,,,Deft,4.865168539325842,19.46067415730337,0.8295019157088123,12.6,1886
,,,,,player,,,,,,Meiko,4.256756756756756,17.027027027027025,0.8097686375321336,7.4,1887
,,,,,player,,,,,,PawN,4.103004291845494,16.412017167381975,0.8040370058873002,12.2,1888
,,,,,player,,,,,,AmazingJ,2.8583690987124464,11.433476394849786,0.7408231368186874,10.6,1889
,,,,,player,,,,,,Koro1,1.4989293361884368,0.0,0.5998286203941731,11.5,1890
,,,,,player,,,,,,Karsa,4.291666666666667,21.458333333333336,0.8110236220472442,12.7,1891
,,,,,player,,,,,,Maple,6.687499999999999,33.43749999999999,0.8699186991869917,16.1,1892
,,,,,player,,,,,,Steak,4.363636363636363,21.818181818181817,0.8135593220338982,13.3,1893
,,,,,player,,,,,,SwordArt,4.565217391304349,22.826086956521745,0.8203125,9.4,1894
,,,,,player,,,,,,NL,4.598360655737705,22.99180327868852,0.8213762811127379,16.5,1895
,,,,,player,,,,,,Kkramer,2.333333333333333,0.0,0.7,16.1,1896
,,,,,player,,,,,,Febiven,5.296875,37.078125,0.8411910669975187,14.8,1897
,,,,,player,,,,,,Huni,2.76530612244898,19.357142857142858,0.7344173441734417,14.1,1898
,,,,,player,,,,,,Reignover,3.3279220779220777,23.295454545454543,0.7689422355588897,11.5,1899
,,,,,player,,,,,,Rekkles,4.089887640449438,28.629213483146067,0.8035320088300221,15.2,1900
,,,,,player,,,,,,YellOwStaR,3.3279220779220777,23.295454545454543,0.7689422355588897,8.7,1901
,,,,,player,,,,,,Hjarnan,3.7649769585253456,7.529953917050691,0.7901353965183753,12.0,1902
,,,,,player,,,,,,kaSing,3.0,6.0,0.75,7.8,1903
,,,,,player,,,,,,loulex,2.22,4.44,0.6894409937888198,8.5,1904
,,,,,player,,,,,,Odoamne,3.185792349726776,6.371584699453551,0.7610966057441253,11.2,1905
,,,,,player,,,,,,Ryu,1.8114285714285716,3.622857142857143,0.6443089430894309,11.3,1906
,,,,,player,,,,,,KAKAO,3.6,7.2,0.782608695652174,10.4,1907
,,,,,player,,,,,,Kitties,2.354354354354354,4.708708708708708,0.7018800358102059,7.7,1908
,,,,,player,,,,,,Rookie,3.91705069124424,7.834101382488479,0.7966260543580131,13.5,1909
,,,,,player,,,,,,Zz1tai,3.063604240282685,6.127208480565371,0.7539130434782608,11.7,1910
,,,,,player,,,,,,Kid,2.1538461538461537,2.1538461538461537,0.6829268292682927,11.3,1911
,,,,,player,,,,,,Time,22.0,22.0,0.9565217391304348,20.9,1912
,,,,,player,,,,,,GorillA,3.610942249240121,39.72036474164133,0.7831245880026367,8.4,1913
,,,,,player,,,,,,Hojin,6.6000000000000005,72.60000000000001,0.868421052631579,10.3,1914
,,,,,player,,,,,,Kuro,6.446808510638299,70.91489361702128,0.8657142857142858,13.8,1915
,,,,,player,,,,,,PraY,5.10377358490566,56.14150943396226,0.8361669242658424,14.1,1916
,,,,,player,,,,,,Smeb,4.138339920948616,45.52173913043478,0.8053846153846153,13.7,1917
,,,,,player,,,,,,Arrow,8.916666666666666,53.5,0.8991596638655461,15.3,1918
,,,,,player,,,,,,Nagne,4.449999999999999,26.7,0.8165137614678899,14.5,1919
,,,,,player,,,,,,Piccaboo,5.0,30.0,0.8333333333333334,9.1,1920
,,,,,player,,,,,,Score,4.7,28.200000000000003,0.824561403508772,11.5,1921
,,,,,player,,,,,,Ssumday,3.7307692307692304,22.384615384615383,0.7886178861788616,14.1,1922
,,,,,player,,,,,,GODV,3.050473186119874,6.100946372239748,0.7531152647975078,14.4,1923
,,,,,player,,,,,,imp,2.8085714285714287,5.617142857142857,0.7374343585896475,15.3,1924
,,,,,player,,,,,,Pyl,2.7142857142857144,5.428571428571429,0.7307692307692307,8.6,1925
,,,,,player,,,,,,TBQ,2.0,4.0,0.6666666666666666,10.7,1926
,,,,,player,,,,,,Flame,4.0,8.0,0.8,12.6,1927
,,,,,player,,,,,,Acorn,1.6996996996996998,0.0,0.6295884315906563,10.8,1928
,,,,,player,,,,,,Amazing,2.755905511811024,19.291338582677167,0.7337526205450734,11.3,1929
,,,,,player,,,,,,Mithy,2.6126984126984127,18.288888888888888,0.7231985940246045,8.7,1930
,,,,,player,,,,,,Soaz,1.975232198142415,13.826625386996906,0.6638917793964622,13.3,1931
,,,,,player,,,,,,xPeke,2.259541984732824,15.81679389312977,0.693208430913349,15.7,1932
,,,,,player,,,,,,Niels,4.645833333333333,32.52083333333333,0.8228782287822878,16.5,1933
,,,,,player,,,,,,brTT,3.0035335689045937,6.007067137809187,0.7502206531332745,13.2,1934
,,,,,player,,,,,,Dioud,3.056666666666666,6.113333333333333,0.7534921939194741,7.9,1935
,,,,,player,,,,,,Kami,3.4307116104868918,6.861423220973783,0.7743026204564666,13.6,1936
,,,,,player,,,,,,Mylon,1.7985611510791366,3.597122302158273,0.6426735218508998,12.3,1937
,,,,,player,,,,,,SirT,2.0887728459530024,4.177545691906005,0.6762468300929839,9.8,1938
,,,,,player,,,,,,Bang,11.88,178.20000000000002,0.9406175771971496,14.6,1939
,,,,,player,,,,,,Bengi,5.798969072164948,86.98453608247422,0.8529188779378317,10.5,1940
,,,,,player,,,,,,MaRin,4.397260273972602,65.95890410958903,0.8147208121827411,14.0,1941
,,,,,player,,,,,,Wolf,7.288343558282208,109.32515337423312,0.8793486306439674,8.5,1942
,,,,,player,,,,,,Faker,7.333333333333333,80.66666666666666,0.88,13.3,1943
,,,,,player,,,,,,Easyhoon,11.25,45.0,0.9183673469387756,14.8,1944
,,,,,player,,,,,,Bjergsen,3.49812734082397,3.49812734082397,0.7776852622814321,15.4,1945
,,,,,player,,,,,,Dyrus,1.8333333333333333,1.8333333333333333,0.6470588235294118,12.0,1946
,,,,,player,,,,,,Lustboy,2.335,2.335,0.7001499250374813,9.1,1947
,,,,,player,,,,,,Santorin,2.2082018927444795,2.2082018927444795,0.688298918387414,10.4,1948
,,,,,player,,,,,,WildTurtle,2.125,2.125,0.68,14.9,1949
,,,,,player,,,,,,Albis,4.1916167664670665,12.5748502994012,0.8073817762399077,10.3,1950
,,,,,player,,,,,,AN,3.185792349726776,9.557377049180328,0.7610966057441253,16.3,1951
,,,,,player,,,,,,Mountain,2.770318021201413,8.310954063604239,0.7347703842549204,14.6,1952
,,,,,player,,,,,,Ziv,3.0,9.0,0.75,15.5,1953
,,,,,player,,,,,,Westdoor,2.25,6.749999999999998,0.6923076923076922,15.3,1954
,,,,,player,,,,,,Chawy,2.5,0.0,0.7142857142857143,15.0,1955
,,,,,player,,,,,,Kira,1.4761904761904765,5.904761904761905,0.5961538461538461,13.1,1956
,,,,,player,,,,,,Likkrit,1.625,6.5,0.6190476190476191,9.7,1957
,,,,,player,,,,,,aMiracle,2.7142857142857144,10.857142857142858,0.7307692307692307,13.7,1958
,,,,,player,,,,,,PvPStejos,1.9705882352941173,7.88235294117647,0.6633663366336633,11.8,1959
,,,,,player,,,,,,Smurf,1.9310344827586208,7.724137931034482,0.6588235294117647,12.5,1960
,,,,,player,,,,,,Impact,1.787465940054496,5.362397820163489,0.6412512218963832,16.2,1961
,,,,,player,,,,,,Jensen,3.3175355450236967,9.95260663507109,0.7683863885839737,17.5,1962
,,,,,player,,,,,,Meteos,2.459016393442623,7.377049180327869,0.7109004739336492,14.1,1963
,,,,,player,,,,,,Smoothie,1.8474114441416891,5.542234332425068,0.6488038277511962,10.4,1964
,,,,,player,,,,,,Sneaky,1.8746594005449595,5.623978201634878,0.652132701421801,16.4,1965
,,,,,player,,,,,,aphromoo,3.886925795053004,11.660777385159012,0.7953723788864787,9.3,1966
,,,,,player,,,,,,Darshan,3.92,11.76,0.7967479674796748,12.8,1967
,,,,,player,,,,,,Huhi,3.8,11.4,0.7916666666666666,14.1,1968
,,,,,player,,,,,,Stixxay,4.838709677419355,14.516129032258064,0.8287292817679558,15.2,1969
,,,,,player,,,,,,Xmithie,4.5,13.5,0.8181818181818182,12.9,1970
,,,,,player,,,,,,Clearlove,4.424083769633508,22.12041884816754,0.8156370656370656,13.0,1971
,,,,,player,,,,,,Deft,4.225,21.125,0.8086124401913876,15.0,1972
,,,,,player,,,,,,Meiko,3.745098039215687,18.725490196078432,0.7892561983471074,9.8,1973
,,,,,player,,,,,,Mouse,2.6863468634686347,10.74538745387454,0.7287287287287287,14.8,1974
,,,,,player,,,,,,Scout,3.22568093385214,9.67704280155642,0.7633517495395948,13.5,1975
,,,,,player,,,,,,PawN,4.666666666666667,9.333333333333334,0.8235294117647058,16.7,1976
,,,,,player,,,,,,Koro1,1.15,1.15,0.5348837209302325,10.8,1977
,,,,,player,,,,,,Karsa,3.072961373390558,6.145922746781116,0.7544783983140148,15.5,1978
,,,,,player,,,,,,MMD,2.360515021459227,4.721030042918454,0.70242656449553,16.6,1979
,,,,,player,,,,,,Maple,2.5936395759717312,5.187279151943463,0.7217305801376598,18.0,1980
,,,,,player,,,,,,NL,3.497005988023952,6.994011976047904,0.7776298268974701,18.4,1981
,,,,,player,,,,,,SwordArt,2.42,4.84,0.7076023391812866,11.6,1982
,,,,,player,,,,,,Expect,1.749063670411985,1.749063670411985,0.6362397820163488,13.6,1983
,,,,,player,,,,,,mithy,2.6129032258064515,2.6129032258064515,0.7232142857142857,8.8,1984
,,,,,player,,,,,,Perkz,1.4504504504504503,1.4504504504504503,0.5919117647058824,13.4,1985
,,,,,player,,,,,,Trick,2.053333333333333,2.053333333333333,0.6724890829694323,12.3,1986
,,,,,player,,,,,,Zven,2.085,2.085,0.6758508914100486,14.2,1987
,,,,,player,,,,,,FORG1VEN,7.92,63.36,0.8878923766816144,15.6,1988
,,,,,player,,,,,,Jankos,5.052083333333333,40.41666666666666,0.8347676419965575,12.6,1989
,,,,,player,,,,,,Odoamne,2.9479553903345725,23.58364312267658,0.7467043314500942,14.2,1990
,,,,,player,,,,,,Ryu,4.033653846153847,32.269230769230774,0.801337153772684,14.1,1991
,,,,,player,,,,,,Vander,5.3441558441558445,42.75324675324676,0.8423746161719551,9.5,1992
,,,,,player,,,,,,AmazingJ,3.059925093632959,6.119850187265918,0.753690036900369,14.6,1993
,,,,,player,,,,,,Avoidless,2.72,5.44,0.7311827956989247,13.1,1994
,,,,,player,,,,,,Jinjiao,5.333333333333333,10.666666666666666,0.8421052631578947,16.2,1995
,,,,,player,,,,,,Athena,2.571428571428572,5.142857142857143,0.72,16.9,1996
,,,,,player,,,,,,Road,2.058823529411765,2.058823529411765,0.673076923076923,10.6,1997
,,,,,player,,,,,,BaeMe,8.0,8.0,0.8888888888888888,13.8,1998
,,,,,player,,,,,,Jockster,0.6542443064182195,0.6542443064182195,0.3954943679599499,7.8,1999
,,,,,player,,,,,,micaO,1.1666666666666667,1.1666666666666667,0.5384615384615384,11.8,2000
,,,,,player,,,,,,Revolta,1.4433333333333334,1.4433333333333334,0.5907230559345157,10.4,2001
,,,,,player,,,,,,tockers,1.230414746543779,1.230414746543779,0.5516528925619835,12.3,2002
,,,,,player,,,,,,Yang,1.5617977528089888,1.5617977528089888,0.6096491228070176,11.8,2003
,,,,,player,,,,,,GorillA,3.57516339869281,35.7516339869281,0.7814285714285714,10.4,2004
,,,,,player,,,,,,Kuro,4.331932773109243,43.31932773109244,0.8124507486209613,14.9,2005
,,,,,player,,,,,,Peanut,5.8397790055248615,58.39779005524861,0.8537964458804524,13.7,2006
,,,,,player,,,,,,PraY,4.968036529680365,49.68036529680365,0.8324407039020657,16.1,2007
,,,,,player,,,,,,Smeb,3.6022304832713754,36.02230483271376,0.7827140549273022,14.9,2008
,,,,,player,,,,,,Looper,2.413793103448276,9.655172413793103,0.7070707070707071,12.3,2009
,,,,,player,,,,,,Mata,2.821428571428572,11.285714285714286,0.7383177570093459,8.6,2010
,,,,,player,,,,,,Mlxg,2.413793103448276,9.655172413793103,0.7070707070707071,11.2,2011
,,,,,player,,,,,,Uzi,4.277777777777778,17.11111111111111,0.8105263157894737,14.2,2012
,,,,,player,,,,,,Xiaohu,2.583333333333333,10.333333333333332,0.7209302325581395,12.4,2013
,,,,,player,,,,,,Ambition,3.65531914893617,47.51914893617021,0.7851919561243144,14.2,2014
,,,,,player,,,,,,Crown,4.132075471698113,53.71698113207547,0.8051470588235293,16.1,2015
,,,,,player,,,,,,CuVee,2.8413284132841325,36.93726937269372,0.7396733909702209,14.8,2016
,,,,,player,,,,,,Ruler,4.943298969072165,64.26288659793815,0.8317432784041631,16.1,2017
,,,,,player,,,,,,CoreJJ,4.570048309178745,54.84057971014494,0.8204683434518647,11.6,2018
,,,,,player,,,,,,Wraith,2.857142857142857,2.857142857142857,0.7407407407407407,8.6,2019
,,,,,player,,,,,,Bang,6.322580645161291,88.51612903225808,0.8634361233480177,18.4,2020
,,,,,player,,,,,,Duke,3.511627906976744,49.16279069767442,0.7783505154639175,17.1,2021
,,,,,player,,,,,,Faker,3.647058823529412,51.05882352941177,0.7848101265822786,18.4,2022
,,,,,player,,,,,,Wolf,5.175,72.45,0.8380566801619433,11.7,2023
,,,,,player,,,,,,Bengi,5.764705882352942,46.117647058823536,0.8521739130434783,16.2,2024
,,,,,player,,,,,,Blank,4.947368421052632,29.68421052631579,0.831858407079646,14.2,2025
,,,,,player,,,,,,Kobbe,3.25,3.25,0.7647058823529411,12.1,2026
,,,,,player,,,,,,Trashy,1.7275204359673024,1.7275204359673024,0.6333666333666333,10.6,2027
,,,,,player,,,,,,Mikyx,1.268,1.268,0.5590828924162258,7.8,2028
,,,,,player,,,,,,Sencux,2.4943820224719104,2.4943820224719104,0.7138263665594855,11.6,2029
,,,,,player,,,,,,Wunder,1.0,1.0,0.5,11.3,2030
,,,,,player,,,,,,Biofrost,4.2,12.6,0.8076923076923077,10.0,2031
,,,,,player,,,,,,Bjergsen,6.085,18.255,0.8588567395906845,16.4,2032
,,,,,player,,,,,,Doublelift,2.9433333333333334,8.83,0.746407438715131,15.6,2033
,,,,,player,,,,,,Hauntzer,2.89,8.67,0.7429305912596401,15.0,2034
,,,,,player,,,,,,Svenskeren,3.054054054054054,9.16216216216216,0.7533333333333333,13.2,2035
,,,,,player,,,,,,Contractz,9.649122807017545,67.54385964912281,0.9060955518945634,11.9,2036
,,,,,player,,,,,,Impact,5.432748538011696,38.02923976608187,0.8445454545454545,11.9,2037
,,,,,player,,,,,,Jensen,9.649122807017545,67.54385964912281,0.9060955518945634,14.2,2038
,,,,,player,,,,,,Smoothie,10.57,73.99000000000001,0.9488330341113106,10.3,2039
,,,,,player,,,,,,Sneaky,8.71,60.970000000000006,0.910135841170324,14.6,2040
,,,,,player,,,,,,Chippys,2.125,2.125,0.68,10.9,2041
,,,,,player,,,,,,Destiny,4.8,4.8,0.8275862068965517,8.3,2042
,,,,,player,,,,,,k1ng,2.8000000000000003,2.8000000000000003,0.736842105263158,11.3,2043
,,,,,player,,,,,,Phantiks,1.9411764705882355,1.9411764705882355,0.6599999999999999,12.3,2044
,,,,,player,,,,,,shernfire,2.6666666666666665,2.6666666666666665,0.7272727272727273,9.2,2045
,,,,,player,,,,,,Crash,4.5260663507109005,31.682464454976305,0.8190394511149227,13.3,2046
,,,,,player,,,,,,Frozen,4.207207207207206,29.450450450450447,0.8079584775086505,16.1,2047
,,,,,player,,,,,,Japone,6.056179775280899,42.3932584269663,0.8582802547770702,11.6,2048
,,,,,player,,,,,,padden,7.192307692307692,50.34615384615384,0.8779342723004693,17.8,2049
,,,,,player,,,,,,Thaldrin,3.9921875,27.9453125,0.7996870109546166,13.9,2050
,,,,,player,,,,,,Broxah,9.0,54.0,0.9268795056642636,11.2,2051
,,,,,player,,,,,,Caps,7.527131782945736,45.16279069767442,0.8827272727272728,14.3,2052
,,,,,player,,,,,,Jesiz,7.527131782945736,45.16279069767442,0.8827272727272728,11.0,2053
,,,,,player,,,,,,Rekkles,8.86,53.16,0.911522633744856,16.2,2054
,,,,,player,,,,,,sOAZ,6.7631578947368425,40.578947368421055,0.8711864406779661,12.2,2055
,,,,,player,,,,,,Blasting,0.7,0.0,0.4117647058823529,10.8,2056
,,,,,player,,,,,,Diamondprox,1.0,0.0,0.5,9.2,2057
,,,,,player,,,,,,EDward,0.5882352941176471,0.0,0.3703703703703703,7.7,2058
,,,,,player,,,,,,Kira,0.4210526315789473,0.0,0.2962962962962963,9.9,2059
,,,,,player,,,,,,PvPStejos,0.4761904761904761,0.0,0.3225806451612903,9.9,2060
,,,,,player,,,,,,Kaiwing,4.601226993865031,13.803680981595091,0.8214676889375685,10.3,2061
,,,,,player,,,,,,M1ssion,2.3109243697478994,6.932773109243698,0.6979695431472082,14.1,2062
,,,,,player,,,,,,Riris,2.138181818181818,6.414545454545454,0.6813441483198147,13.5,2063
,,,,,player,,,,,,Unified,4.122340425531915,12.367021276595745,0.8047767393561787,16.2,2064
,,,,,player,,,,,,Godkwai,3.645,10.935,0.7847147470398278,11.6,2065
,,,,,player,,,,,,Gemini,2.25,0.0,0.6923076923076923,9.9,2066
,,,,,player,,,,,,Fix,1.7777777777777777,1.7777777777777777,0.64,12.1,2067
,,,,,player,,,,,,MANTARRAYA,1.8571428571428568,1.8571428571428568,0.65,10.4,2068
,,,,,player,,,,,,Plugo,1.8,1.8,0.6428571428571429,10.0,2069
,,,,,player,,,,,,Slow,1.8888888888888888,1.8888888888888888,0.6538461538461539,8.0,2070
,,,,,player,,,,,,Tierwulf,2.0,2.0,0.6666666666666666,8.8,2071
,,,,,player,,,,,,Genthix,3.349794238683128,6.699588477366255,0.7701040681173131,9.8,2072
,,,,,player,,,,,,Jirall,2.723735408560312,5.447470817120623,0.7314524555903866,12.6,2073
,,,,,player,,,,,,Oddie,3.4115226337448563,6.823045267489713,0.7733208955223881,11.5,2074
,,,,,player,,,,,,Seiya,7.43,14.86,0.8962605548854041,14.6,2075
,,,,,player,,,,,,WhiteLotus,6.763157894736843,13.526315789473689,0.8711864406779662,16.6,2076
,,,,,player,,,,,,Dara,0.9,0.0,0.4736842105263157,7.3,2077
,,,,,player,,,,,,Evi,0.7692307692307693,0.0,0.4347826086956521,9.0,2078
,,,,,player,,,,,,YutoriMoyasi,0.8571428571428571,0.0,0.4615384615384615,10.1,2079
,,,,,player,,,,,,Ramune,1.75,0.0,0.6363636363636364,9.7,2080
,,,,,player,,,,,,Tussle,0.9090909090909092,0.0,0.4761904761904761,8.5,2081
,,,,,player,,,,,,4LaN,1.6348773841961852,4.9046321525885554,0.6204756980351603,9.9,2082
,,,,,player,,,,,,Absolut,3.4450000000000003,10.335,0.7750281214848144,12.8,2083
,,,,,player,,,,,,VVvert,2.12890625,6.38671875,0.6803995006242197,10.8,2084
,,,,,player,,,,,,RedBert,2.7078651685393256,8.123595505617978,0.7303030303030303,8.7,2085
,,,,,player,,,,,,Marf,2.769230769230769,5.538461538461538,0.7346938775510203,11.6,2086
,,,,,player,,,,,,Brucer,1.6428571428571428,1.6428571428571428,0.6216216216216216,10.7,2087
,,,,,player,,,,,,957,8.74418604651163,61.209302325581405,0.8973747016706445,12.5,2088
,,,,,player,,,,,,Condi,5.913978494623656,41.39784946236559,0.8553654743390358,11.8,2089
,,,,,player,,,,,,Mystic,4.407407407407407,30.85185185185185,0.815068493150685,14.7,2090
,,,,,player,,,,,,xiye,9.026315789473683,63.1842105263158,0.900262467191601,14.2,2091
,,,,,player,,,,,,Ben,6.0,24.0,0.8571428571428571,11.9,2092
,,,,,player,,,,,,Zero,15.33,45.99,0.958125,10.0,2093
,,,,,player,,,,,,BigKoro,3.797202797202797,7.594405594405594,0.7915451895043731,14.2,2094
,,,,,player,,,,,,Naul,3.285,6.57,0.7666277712952159,13.6,2095
,,,,,player,,,,,,Palette,3.9108280254777066,7.821656050955413,0.7963683527885862,9.2,2096
,,,,,player,,,,,,Venus,3.2937062937062938,6.587412587412588,0.7671009771986971,11.0,2097
,,,,,player,,,,,,NhocTy,1.8461538461538465,3.692307692307693,0.6486486486486487,11.1,2098
,,,,,player,,,,,,Ren,0.5714285714285714,0.0,0.3636363636363636,15.5,2099
,,,,,player,,,,,,Albis,3.700854700854701,7.401709401709402,0.7872727272727272,10.3,2100
,,,,,player,,,,,,AN,1.9216589861751152,3.8433179723502304,0.6577287066246057,14.1,2101
,,,,,player,,,,,,Mountain,2.152073732718894,4.304147465437788,0.6827485380116959,10.8,2102
,,,,,player,,,,,,Ziv,2.5988023952095807,5.197604790419161,0.7221297836938436,11.9,2103
,,,,,player,,,,,,Westdoor,3.5,7.0,0.7777777777777778,13.8,2104
,,,,,player,,,,,,Chawy,1.6666666666666667,0.0,0.625,11.4,2105
